User ID,Question Number,Timestamp,Group,Method,Chart,Rep Concept ID,Rep Saliency,Pro Concept ID,Pro Saliency
expert_id-1720169161410-nkroiq3cd,157,05/07/2024 10.22.05,a,XRAY,scatterplot,7,weak bottom,7,weak bottom
expert_id-1720169328517-ozj5mn39a,33,05/07/2024 10.22.06,a,VIG,scatterplot,38,weak top,0,equal
expert_id-1720169233313-etyldhhp8,49,05/07/2024 10.22.07,a,VIG,scatterplot,34,weak top,34,weak top
expert_id-1720169161410-nkroiq3cd,158,05/07/2024 10.22.12,a,XRAY,scatterplot,0,equal,0,equal
expert_id-1720169161410-nkroiq3cd,159,05/07/2024 10.22.22,a,XRAY,scatterplot,12,weak top,56,weak bottom
expert_id-1720169161410-nkroiq3cd,160,05/07/2024 10.22.33,a,XRAY,scatterplot,66,weak bottom,15,weak top
expert_id-1720169161410-nkroiq3cd,161,05/07/2024 10.22.38,a,XRAY,scatterplot,0,equal,23,weak top
expert_id-1720169161410-nkroiq3cd,162,05/07/2024 10.22.44,a,XRAY,scatterplot,14,weak bottom,14,weak bottom
expert_id-1720169233313-etyldhhp8,50,05/07/2024 10.22.48,a,VIG,scatterplot,37,weak top,0,equal
expert_id-1720169161410-nkroiq3cd,163,05/07/2024 10.22.50,a,XRAY,scatterplot,0,equal,0,equal
expert_id-1720169161410-nkroiq3cd,164,05/07/2024 10.22.57,a,XRAY,scatterplot,11,weak top,11,weak top
expert_id-1720169161410-nkroiq3cd,165,05/07/2024 10.23.03,a,XRAY,scatterplot,1,weak bottom,25,weak top
expert_id-1720169161410-nkroiq3cd,166,05/07/2024 10.23.11,a,XRAY,scatterplot,0,equal,69,weak bottom
expert_id-1720169161410-nkroiq3cd,167,05/07/2024 10.23.18,a,XRAY,scatterplot,0,equal,78,weak bottom
expert_id-1720169328517-ozj5mn39a,34,05/07/2024 10.23.21,a,VIG,scatterplot,14,strong bottom,74,weak top
expert_id-1720169161410-nkroiq3cd,168,05/07/2024 10.23.25,a,XRAY,scatterplot,9,weak bottom,9,weak bottom
expert_id-1720169161410-nkroiq3cd,169,05/07/2024 10.23.30,a,XRAY,scatterplot,0,equal,0,equal
expert_id-1720169161410-nkroiq3cd,170,05/07/2024 10.23.39,a,XRAY,scatterplot,0,equal,30,weak bottom
expert_id-1720169233313-etyldhhp8,51,05/07/2024 10.23.46,a,SIG,lattice,82,weak bottom,0,equal
expert_id-1720169161410-nkroiq3cd,171,05/07/2024 10.23.58,a,XRAY,scatterplot,0,equal,0,equal
expert_id-1720169161410-nkroiq3cd,172,05/07/2024 10.24.07,a,XRAY,scatterplot,6,weak bottom,0,equal
expert_id-1720169233313-etyldhhp8,52,05/07/2024 10.24.12,a,SIG,lattice,5,strong top,0,equal
expert_id-1720169161410-nkroiq3cd,173,05/07/2024 10.24.13,a,XRAY,scatterplot,4,weak bottom,4,weak bottom
expert_id-1720169161410-nkroiq3cd,174,05/07/2024 10.24.18,a,XRAY,scatterplot,2,weak bottom,2,weak bottom
expert_id-1720169161410-nkroiq3cd,175,05/07/2024 10.24.27,a,XRAY,scatterplot,0,equal,74,weak bottom
expert_id-1720169161410-nkroiq3cd,176,05/07/2024 10.24.37,a,XRAY,barchart,0,equal,0,equal
expert_id-1720169161410-nkroiq3cd,177,05/07/2024 10.24.44,a,XRAY,barchart,5,weak bottom,5,weak bottom
expert_id-1720169161410-nkroiq3cd,178,05/07/2024 10.24.49,a,XRAY,barchart,0,equal,58,weak bottom
expert_id-1720169233313-etyldhhp8,53,05/07/2024 10.24.52,a,SIG,lattice,5,strong top,5,weak top
expert_id-1720169161410-nkroiq3cd,179,05/07/2024 10.24.53,a,XRAY,barchart,4,weak bottom,82,weak top
expert_id-1720169161410-nkroiq3cd,180,05/07/2024 10.24.56,a,XRAY,barchart,0,equal,0,equal
expert_id-1720169161410-nkroiq3cd,181,05/07/2024 10.25.01,a,XRAY,barchart,5,weak bottom,81,weak top
expert_id-1720169161410-nkroiq3cd,182,05/07/2024 10.25.05,a,XRAY,barchart,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,54,05/07/2024 10.25.08,a,SIG,lattice,0,equal,62,weak bottom
expert_id-1720169161410-nkroiq3cd,183,05/07/2024 10.25.13,a,XRAY,barchart,4,weak bottom,4,weak bottom
expert_id-1720169161410-nkroiq3cd,184,05/07/2024 10.25.16,a,XRAY,barchart,0,equal,0,equal
expert_id-1720169161410-nkroiq3cd,185,05/07/2024 10.25.20,a,XRAY,barchart,5,weak bottom,5,weak bottom
expert_id-1720169328517-ozj5mn39a,35,05/07/2024 10.25.23,a,VIG,scatterplot,84,weak top,84,weak top
expert_id-1720169161410-nkroiq3cd,186,05/07/2024 10.25.27,a,XRAY,barchart,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,55,05/07/2024 10.25.31,a,SIG,lattice,9,weak top,40,strong bottom
expert_id-1720169161410-nkroiq3cd,187,05/07/2024 10.25.36,a,XRAY,barchart,4,weak bottom,80,weak top
expert_id-1720169328517-ozj5mn39a,36,05/07/2024 10.25.40,a,VIG,scatterplot,3,strong top,54,weak bottom
expert_id-1720169233313-etyldhhp8,56,05/07/2024 10.25.45,a,SIG,lattice,8,weak top,57,weak bottom
expert_id-1720169328517-ozj5mn39a,37,05/07/2024 10.26.12,a,VIG,scatterplot,0,equal,68,weak bottom
expert_id-1720169328517-ozj5mn39a,38,05/07/2024 10.26.29,a,VIG,scatterplot,32,weak top,61,weak bottom
expert_id-1720169233313-etyldhhp8,57,05/07/2024 10.26.47,a,SIG,lattice,37,weak bottom,64,weak top
expert_id-1720169328517-ozj5mn39a,39,05/07/2024 10.27.24,a,VIG,scatterplot,0,equal,85,weak top
expert_id-1720169233313-etyldhhp8,58,05/07/2024 10.27.26,a,SIG,lattice,10,weak top,43,weak bottom
expert_id-1720169328517-ozj5mn39a,40,05/07/2024 10.27.53,a,VIG,scatterplot,39,weak top,0,equal
expert_id-1720169328517-ozj5mn39a,41,05/07/2024 10.28.09,a,VIG,scatterplot,2,strong bottom,24,weak top
expert_id-1720169233313-etyldhhp8,59,05/07/2024 10.28.34,a,SIG,lattice,11,weak top,81,weak bottom
expert_id-1720169328517-ozj5mn39a,42,05/07/2024 10.28.55,a,VIG,scatterplot,14,weak bottom,80,weak top
expert_id-1720169233313-etyldhhp8,60,05/07/2024 10.28.58,a,SIG,lattice,14,weak bottom,44,weak top
expert_id-1720169233313-etyldhhp8,61,05/07/2024 10.29.42,a,SIG,lattice,8,weak top,66,weak bottom
expert_id-1720169328517-ozj5mn39a,43,05/07/2024 10.30.23,a,VIG,scatterplot,6,strong bottom,6,weak bottom
expert_id-1720169328517-ozj5mn39a,44,05/07/2024 10.30.41,a,VIG,scatterplot,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,62,05/07/2024 10.30.49,a,SIG,lattice,4,weak top,67,weak bottom
expert_id-1720169233313-etyldhhp8,63,05/07/2024 10.31.03,a,SIG,lattice,15,weak top,60,weak bottom
expert_id-1720169328517-ozj5mn39a,45,05/07/2024 10.31.12,a,VIG,scatterplot,16,weak bottom,78,weak top
expert_id-1720169328517-ozj5mn39a,46,05/07/2024 10.32.16,a,VIG,scatterplot,2,strong bottom,2,weak bottom
expert_id-1720169328517-ozj5mn39a,47,05/07/2024 10.32.27,a,VIG,scatterplot,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,64,05/07/2024 10.32.40,a,SIG,lattice,78,weak bottom,64,weak top
expert_id-1720169233313-etyldhhp8,65,05/07/2024 10.33.01,a,SIG,lattice,4,weak top,50,weak bottom
expert_id-1720169328517-ozj5mn39a,48,05/07/2024 10.33.09,a,VIG,scatterplot,50,weak top,61,weak bottom
expert_id-1720169233313-etyldhhp8,66,05/07/2024 10.33.18,a,SIG,lattice,0,equal,20,strong top
expert_id-1720169328517-ozj5mn39a,49,05/07/2024 10.33.43,a,VIG,scatterplot,34,weak top,34,weak top
expert_id-1720169233313-etyldhhp8,67,05/07/2024 10.34.09,a,SIG,lattice,20,weak top,0,equal
expert_id-1720169233313-etyldhhp8,68,05/07/2024 10.34.38,a,SIG,lattice,31,weak bottom,53,weak top
expert_id-1720169233313-etyldhhp8,69,05/07/2024 10.35.04,a,SIG,lattice,15,weak top,80,weak bottom
expert_id-1720169233313-etyldhhp8,70,05/07/2024 10.35.27,a,SIG,lattice,9,weak top,69,weak bottom
expert_id-1720169328517-ozj5mn39a,50,05/07/2024 10.35.43,a,VIG,scatterplot,76,weak bottom,76,weak bottom
expert_id-1720169233313-etyldhhp8,71,05/07/2024 10.35.50,a,SIG,lattice,10,weak top,10,weak top
expert_id-1720169328517-ozj5mn39a,51,05/07/2024 10.36.07,a,SIG,lattice,53,weak top,82,weak bottom
expert_id-1720169233313-etyldhhp8,72,05/07/2024 10.36.26,a,SIG,lattice,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,52,05/07/2024 10.36.41,a,SIG,lattice,5,weak top,5,weak top
expert_id-1720169233313-etyldhhp8,73,05/07/2024 10.36.41,a,SIG,lattice,0,equal,64,weak top
expert_id-1720169328517-ozj5mn39a,53,05/07/2024 10.37.07,a,SIG,lattice,5,weak top,35,weak bottom
expert_id-1720169328517-ozj5mn39a,54,05/07/2024 10.37.35,a,SIG,lattice,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,55,05/07/2024 10.37.57,a,SIG,lattice,9,weak top,40,weak bottom
expert_id-1720169328517-ozj5mn39a,56,05/07/2024 10.38.38,a,SIG,lattice,8,weak top,57,weak bottom
expert_id-1720169328517-ozj5mn39a,57,05/07/2024 10.39.01,a,SIG,lattice,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,58,05/07/2024 10.39.23,a,SIG,lattice,10,weak top,0,equal
expert_id-1720169233313-etyldhhp8,74,05/07/2024 10.39.31,a,SIG,lattice,0,equal,20,weak top
expert_id-1720169328517-ozj5mn39a,59,05/07/2024 10.40.02,a,SIG,lattice,11,weak top,81,weak bottom
expert_id-1720169233313-etyldhhp8,75,05/07/2024 10.40.06,a,SIG,lattice,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,76,05/07/2024 10.40.41,a,SIG,scatterplot,6,weak bottom,75,weak top
expert_id-1720169233313-etyldhhp8,77,05/07/2024 10.40.58,a,SIG,scatterplot,3,weak bottom,66,weak top
expert_id-1720169328517-ozj5mn39a,60,05/07/2024 10.40.59,a,SIG,lattice,14,weak bottom,14,weak bottom
expert_id-1720169233313-etyldhhp8,78,05/07/2024 10.41.12,a,SIG,scatterplot,4,weak bottom,22,weak top
expert_id-1720169233313-etyldhhp8,79,05/07/2024 10.41.23,a,SIG,scatterplot,2,weak bottom,57,weak top
expert_id-1720169233313-etyldhhp8,80,05/07/2024 10.41.32,a,SIG,scatterplot,3,weak bottom,50,weak top
expert_id-1720169328517-ozj5mn39a,61,05/07/2024 10.41.52,a,SIG,lattice,8,strong top,66,weak bottom
expert_id-1720169233313-etyldhhp8,81,05/07/2024 10.41.53,a,SIG,scatterplot,5,strong bottom,0,equal
expert_id-1720169233313-etyldhhp8,82,05/07/2024 10.42.14,a,SIG,scatterplot,2,weak bottom,43,weak top
expert_id-1720169328517-ozj5mn39a,62,05/07/2024 10.42.26,a,SIG,lattice,4,strong top,67,weak bottom
expert_id-1720169233313-etyldhhp8,83,05/07/2024 10.42.37,a,SIG,scatterplot,5,strong bottom,0,equal
expert_id-1720169233313-etyldhhp8,84,05/07/2024 10.42.58,a,SIG,scatterplot,4,weak bottom,78,weak top
expert_id-1720169233313-etyldhhp8,85,05/07/2024 10.43.09,a,SIG,scatterplot,6,weak bottom,65,weak top
expert_id-1720169328517-ozj5mn39a,63,05/07/2024 10.43.12,a,SIG,lattice,15,weak top,60,weak bottom
expert_id-1720169233313-etyldhhp8,86,05/07/2024 10.43.30,a,SIG,scatterplot,4,weak bottom,55,weak top
expert_id-1720169328517-ozj5mn39a,64,05/07/2024 10.43.33,a,SIG,lattice,0,equal,64,weak top
expert_id-1720169233313-etyldhhp8,87,05/07/2024 10.43.43,a,SIG,scatterplot,5,strong bottom,77,weak top
expert_id-1720169233313-etyldhhp8,88,05/07/2024 10.43.56,a,SIG,scatterplot,6,weak bottom,81,weak top
expert_id-1720169328517-ozj5mn39a,65,05/07/2024 10.43.58,a,SIG,lattice,4,weak top,4,weak top
expert_id-1720169328517-ozj5mn39a,66,05/07/2024 10.44.09,a,SIG,lattice,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,89,05/07/2024 10.44.22,a,SIG,scatterplot,3,weak bottom,69,weak top
expert_id-1720169328517-ozj5mn39a,67,05/07/2024 10.44.28,a,SIG,lattice,20,weak top,0,equal
expert_id-1720169328517-ozj5mn39a,68,05/07/2024 10.44.40,a,SIG,lattice,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,69,05/07/2024 10.45.07,a,SIG,lattice,15,weak top,80,weak bottom
expert_id-1720169233313-etyldhhp8,90,05/07/2024 10.45.11,a,SIG,scatterplot,2,strong bottom,62,strong top
expert_id-1720169233313-etyldhhp8,91,05/07/2024 10.45.21,a,SIG,scatterplot,5,strong bottom,75,weak top
expert_id-1720169233313-etyldhhp8,92,05/07/2024 10.45.31,a,SIG,scatterplot,3,weak bottom,77,strong top
expert_id-1720169328517-ozj5mn39a,70,05/07/2024 10.45.41,a,SIG,lattice,9,weak top,69,weak bottom
expert_id-1720169233313-etyldhhp8,93,05/07/2024 10.45.48,a,SIG,scatterplot,4,weak bottom,69,weak top
expert_id-1720169233313-etyldhhp8,94,05/07/2024 10.46.03,a,SIG,scatterplot,4,weak bottom,43,weak top
expert_id-1720169233313-etyldhhp8,95,05/07/2024 10.46.20,a,SIG,scatterplot,6,weak bottom,55,weak top
expert_id-1720169233313-etyldhhp8,96,05/07/2024 10.46.28,a,SIG,scatterplot,6,weak bottom,57,weak top
expert_id-1720169233313-etyldhhp8,97,05/07/2024 10.46.44,a,SIG,scatterplot,3,weak bottom,65,weak top
expert_id-1720169233313-etyldhhp8,98,05/07/2024 10.46.51,a,SIG,scatterplot,2,weak bottom,78,weak top
expert_id-1720169233313-etyldhhp8,99,05/07/2024 10.47.16,a,SIG,scatterplot,4,weak bottom,37,weak top
expert_id-1720169233313-etyldhhp8,100,05/07/2024 10.47.28,a,SIG,scatterplot,5,weak bottom,50,strong top
expert_id-1720169328517-ozj5mn39a,71,05/07/2024 10.47.38,a,SIG,lattice,10,weak top,10,weak top
expert_id-1720169328517-ozj5mn39a,72,05/07/2024 10.47.52,a,SIG,lattice,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,73,05/07/2024 10.48.00,a,SIG,lattice,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,101,05/07/2024 10.48.02,a,SIG,barchart,0,equal,77,weak bottom
expert_id-1720169328517-ozj5mn39a,74,05/07/2024 10.48.23,a,SIG,lattice,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,102,05/07/2024 10.48.22,a,SIG,barchart,14,weak top,55,weak bottom
expert_id-1720169233313-etyldhhp8,103,05/07/2024 10.48.41,a,SIG,barchart,4,strong top,74,strong bottom
expert_id-1720169328517-ozj5mn39a,75,05/07/2024 10.48.45,a,SIG,lattice,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,76,05/07/2024 10.49.02,a,SIG,scatterplot,6,weak bottom,75,weak top
expert_id-1720169328517-ozj5mn39a,77,05/07/2024 10.49.11,a,SIG,scatterplot,3,weak bottom,66,weak top
expert_id-1720169233313-etyldhhp8,104,05/07/2024 10.49.22,a,SIG,barchart,7,weak top,81,weak bottom
expert_id-1720169233313-etyldhhp8,105,05/07/2024 10.49.35,a,SIG,barchart,11,weak top,74,weak bottom
expert_id-1720169328517-ozj5mn39a,78,05/07/2024 10.49.39,a,SIG,scatterplot,4,weak bottom,22,weak top
expert_id-1720169233313-etyldhhp8,106,05/07/2024 10.49.43,a,SIG,barchart,8,weak top,75,weak bottom
expert_id-1720169233313-etyldhhp8,107,05/07/2024 10.49.50,a,SIG,barchart,16,weak top,82,weak bottom
expert_id-1720169328517-ozj5mn39a,79,05/07/2024 10.49.59,a,SIG,scatterplot,2,strong bottom,57,weak top
expert_id-1720169233313-etyldhhp8,108,05/07/2024 10.50.07,a,SIG,barchart,15,strong top,82,weak bottom
expert_id-1720169233313-etyldhhp8,109,05/07/2024 10.50.25,a,SIG,barchart,10,strong top,10,weak top
expert_id-1720169233313-etyldhhp8,110,05/07/2024 10.50.47,a,SIG,barchart,2,strong bottom,31,weak top
expert_id-1720169328517-ozj5mn39a,80,05/07/2024 10.51.12,a,SIG,scatterplot,3,weak bottom,3,weak bottom
expert_id-1720169233313-etyldhhp8,111,05/07/2024 10.51.17,a,SIG,barchart,0,equal,49,weak bottom
expert_id-1720169233313-etyldhhp8,112,05/07/2024 10.51.26,a,SIG,barchart,1,weak bottom,24,weak top
expert_id-1720169328517-ozj5mn39a,81,05/07/2024 10.52.30,a,SIG,scatterplot,5,weak bottom,5,weak bottom
expert_id-1720169233313-etyldhhp8,113,05/07/2024 10.52.32,a,SIG,barchart,18,weak top,0,equal
expert_id-1720169328517-ozj5mn39a,82,05/07/2024 10.52.48,a,SIG,scatterplot,2,strong bottom,2,weak bottom
expert_id-1720169233313-etyldhhp8,114,05/07/2024 10.52.56,a,SIG,barchart,9,weak top,77,strong bottom
expert_id-1720169233313-etyldhhp8,115,05/07/2024 10.53.06,a,SIG,barchart,5,weak top,64,weak bottom
expert_id-1720169328517-ozj5mn39a,83,05/07/2024 10.53.23,a,SIG,scatterplot,5,weak bottom,5,weak bottom
expert_id-1720169328517-ozj5mn39a,84,05/07/2024 10.53.47,a,SIG,scatterplot,4,strong bottom,4,weak bottom
expert_id-1720169233313-etyldhhp8,116,05/07/2024 10.54.02,a,SIG,barchart,28,weak top,0,equal
expert_id-1720169328517-ozj5mn39a,85,05/07/2024 10.54.10,a,SIG,scatterplot,6,weak bottom,0,equal
expert_id-1720169328517-ozj5mn39a,86,05/07/2024 10.54.27,a,SIG,scatterplot,4,weak bottom,55,weak top
expert_id-1720169233313-etyldhhp8,117,05/07/2024 10.54.42,a,SIG,barchart,21,weak top,0,equal
expert_id-1720169328517-ozj5mn39a,87,05/07/2024 10.54.50,a,SIG,scatterplot,5,weak bottom,77,weak top
expert_id-1720169328517-ozj5mn39a,88,05/07/2024 10.55.42,a,SIG,scatterplot,6,weak bottom,81,weak top
expert_id-1720169233313-etyldhhp8,118,05/07/2024 10.55.55,a,SIG,barchart,13,weak top,0,equal
expert_id-1720169328517-ozj5mn39a,89,05/07/2024 10.56.00,a,SIG,scatterplot,3,strong bottom,69,weak top
expert_id-1720169233313-etyldhhp8,119,05/07/2024 10.56.13,a,SIG,barchart,2,weak bottom,12,weak top
expert_id-1720169233313-etyldhhp8,120,05/07/2024 10.56.26,a,SIG,barchart,55,weak bottom,55,weak bottom
expert_id-1720169328517-ozj5mn39a,90,05/07/2024 10.56.45,a,SIG,scatterplot,2,strong bottom,2,weak bottom
expert_id-1720169233313-etyldhhp8,121,05/07/2024 10.56.47,a,SIG,barchart,0,equal,75,strong bottom
expert_id-1720169233313-etyldhhp8,122,05/07/2024 10.57.01,a,SIG,barchart,1,strong bottom,0,equal
expert_id-1720169328517-ozj5mn39a,91,05/07/2024 10.57.07,a,SIG,scatterplot,5,weak bottom,5,weak bottom
expert_id-1720169233313-etyldhhp8,123,05/07/2024 10.57.20,a,SIG,barchart,1,strong bottom,33,strong top
expert_id-1720169328517-ozj5mn39a,92,05/07/2024 10.57.35,a,SIG,scatterplot,3,strong bottom,77,weak top
expert_id-1720169233313-etyldhhp8,124,05/07/2024 10.57.53,a,SIG,barchart,0,equal,74,strong bottom
expert_id-1720169233313-etyldhhp8,125,05/07/2024 10.58.02,a,SIG,barchart,4,weak top,77,strong bottom
expert_id-1720169233313-etyldhhp8,126,05/07/2024 10.58.11,a,XRAY,lattice,0,equal,34,strong top
expert_id-1720169328517-ozj5mn39a,93,05/07/2024 10.58.22,a,SIG,scatterplot,4,weak bottom,69,weak top
expert_id-1720169233313-etyldhhp8,127,05/07/2024 10.58.24,a,XRAY,lattice,14,weak bottom,29,weak top
expert_id-1720169233313-etyldhhp8,128,05/07/2024 10.58.32,a,XRAY,lattice,14,weak bottom,64,weak top
expert_id-1720169328517-ozj5mn39a,94,05/07/2024 10.58.40,a,SIG,scatterplot,4,weak bottom,43,weak top
expert_id-1720169233313-etyldhhp8,129,05/07/2024 10.58.41,a,XRAY,lattice,0,equal,5,weak top
expert_id-1720169233313-etyldhhp8,130,05/07/2024 10.58.50,a,XRAY,lattice,8,strong top,8,strong top
expert_id-1720169233313-etyldhhp8,131,05/07/2024 10.58.57,a,XRAY,lattice,6,weak bottom,63,weak top
expert_id-1720169233313-etyldhhp8,132,05/07/2024 10.59.03,a,XRAY,lattice,14,weak bottom,83,weak top
expert_id-1720169233313-etyldhhp8,133,05/07/2024 10.59.17,a,XRAY,lattice,1,weak bottom,26,strong top
expert_id-1720169233313-etyldhhp8,134,05/07/2024 10.59.26,a,XRAY,lattice,1,weak bottom,84,weak top
expert_id-1720169328517-ozj5mn39a,95,05/07/2024 10.59.39,a,SIG,scatterplot,6,weak bottom,55,weak top
expert_id-1720169233313-etyldhhp8,135,05/07/2024 10.59.41,a,XRAY,lattice,2,strong bottom,10,strong top
expert_id-1720169328517-ozj5mn39a,96,05/07/2024 11.00.03,a,SIG,scatterplot,6,weak bottom,6,weak bottom
expert_id-1720169233313-etyldhhp8,136,05/07/2024 11.00.13,a,XRAY,lattice,9,weak top,9,weak top
expert_id-1720169233313-etyldhhp8,137,05/07/2024 11.00.21,a,XRAY,lattice,3,weak bottom,46,weak top
expert_id-1720169233313-etyldhhp8,138,05/07/2024 11.00.31,a,XRAY,lattice,3,strong bottom,20,strong top
expert_id-1720169233313-etyldhhp8,139,05/07/2024 11.00.41,a,XRAY,lattice,3,weak bottom,22,weak top
expert_id-1720169328517-ozj5mn39a,97,05/07/2024 11.00.42,a,SIG,scatterplot,3,weak bottom,65,weak top
expert_id-1720169233313-etyldhhp8,140,05/07/2024 11.00.46,a,XRAY,lattice,6,weak bottom,70,weak top
expert_id-1720169233313-etyldhhp8,141,05/07/2024 11.00.59,a,XRAY,lattice,0,equal,19,weak top
expert_id-1720169233313-etyldhhp8,142,05/07/2024 11.01.06,a,XRAY,lattice,2,weak bottom,72,strong top
expert_id-1720169328517-ozj5mn39a,98,05/07/2024 11.01.09,a,SIG,scatterplot,2,strong bottom,2,weak bottom
expert_id-1720169233313-etyldhhp8,143,05/07/2024 11.01.14,a,XRAY,lattice,6,weak bottom,53,weak top
expert_id-1720169233313-etyldhhp8,144,05/07/2024 11.01.22,a,XRAY,lattice,3,weak bottom,58,strong top
expert_id-1720169328517-ozj5mn39a,99,05/07/2024 11.01.53,a,SIG,scatterplot,4,weak bottom,0,equal
expert_id-1720169233313-etyldhhp8,145,05/07/2024 11.01.55,a,XRAY,lattice,51,weak top,51,weak top
expert_id-1720169233313-etyldhhp8,146,05/07/2024 11.02.04,a,XRAY,lattice,4,strong top,4,weak top
expert_id-1720169233313-etyldhhp8,147,05/07/2024 11.02.10,a,XRAY,lattice,3,weak bottom,45,weak top
expert_id-1720169233313-etyldhhp8,148,05/07/2024 11.02.21,a,XRAY,lattice,1,weak bottom,52,strong top
expert_id-1720169233313-etyldhhp8,149,05/07/2024 11.02.34,a,XRAY,lattice,2,weak bottom,41,weak top
expert_id-1720169233313-etyldhhp8,150,05/07/2024 11.02.43,a,XRAY,lattice,7,weak top,7,weak top
expert_id-1720169233313-etyldhhp8,151,05/07/2024 11.02.51,a,XRAY,scatterplot,18,weak top,57,weak bottom
expert_id-1720169328517-ozj5mn39a,100,05/07/2024 11.03.04,a,SIG,scatterplot,5,weak bottom,0,equal
expert_id-1720169233313-etyldhhp8,152,05/07/2024 11.03.10,a,XRAY,scatterplot,0,equal,77,weak bottom
expert_id-1720169328517-ozj5mn39a,101,05/07/2024 11.03.40,a,SIG,barchart,27,weak top,77,weak bottom
expert_id-1720169233313-etyldhhp8,153,05/07/2024 11.03.40,a,XRAY,scatterplot,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,154,05/07/2024 11.03.53,a,XRAY,scatterplot,0,equal,25,strong top
expert_id-1720169328517-ozj5mn39a,102,05/07/2024 11.04.22,a,SIG,barchart,14,weak top,0,equal
expert_id-1720169233313-etyldhhp8,155,05/07/2024 11.04.24,a,XRAY,scatterplot,0,equal,55,weak bottom
expert_id-1720169328517-ozj5mn39a,103,05/07/2024 11.04.45,a,SIG,barchart,4,weak top,4,weak top
expert_id-1720169328517-ozj5mn39a,104,05/07/2024 11.05.22,a,SIG,barchart,7,weak top,0,equal
expert_id-1720169328517-ozj5mn39a,105,05/07/2024 11.05.37,a,SIG,barchart,11,weak top,11,weak top
expert_id-1720169233313-etyldhhp8,156,05/07/2024 11.05.51,a,XRAY,scatterplot,28,weak top,28,weak top
expert_id-1720169328517-ozj5mn39a,106,05/07/2024 11.05.55,a,SIG,barchart,8,weak top,75,weak bottom
expert_id-1720169328517-ozj5mn39a,107,05/07/2024 11.06.06,a,SIG,barchart,16,weak top,0,equal
expert_id-1720169233313-etyldhhp8,157,05/07/2024 11.06.13,a,XRAY,scatterplot,7,weak bottom,0,equal
expert_id-1720169233313-etyldhhp8,158,05/07/2024 11.06.39,a,XRAY,scatterplot,0,equal,0,equal
expert_id-1720169328517-ozj5mn39a,108,05/07/2024 11.06.43,a,SIG,barchart,15,weak top,82,weak bottom
expert_id-1720169328517-ozj5mn39a,109,05/07/2024 11.07.14,a,SIG,barchart,10,weak top,10,weak top
expert_id-1720169328517-ozj5mn39a,110,05/07/2024 11.07.35,a,SIG,barchart,2,strong bottom,31,weak top
expert_id-1720169328517-ozj5mn39a,111,05/07/2024 11.07.58,a,SIG,barchart,0,equal,0,equal
expert_id-1720169233313-etyldhhp8,159,05/07/2024 11.08.29,a,XRAY,scatterplot,12,weak top,56,weak bottom
expert_id-1720169328517-ozj5mn39a,112,05/07/2024 11.08.40,a,SIG,barchart,1,strong bottom,1,weak bottom
expert_id-1720169233313-etyldhhp8,160,05/07/2024 11.08.59,a,XRAY,scatterplot,15,weak top,66,weak bottom
expert_id-1720169328517-ozj5mn39a,113,05/07/2024 11.09.40,a,SIG,barchart,18,weak top,18,weak top
expert_id-1720169233313-etyldhhp8,161,05/07/2024 11.09.42,a,XRAY,scatterplot,0,equal,24,weak bottom
expert_id-1720169233313-etyldhhp8,162,05/07/2024 11.09.53,a,XRAY,scatterplot,14,weak bottom,61,weak top
expert_id-1720169328517-ozj5mn39a,114,05/07/2024 11.10.11,a,SIG,barchart,9,weak top,9,weak top
expert_id-1720169233313-etyldhhp8,163,05/07/2024 11.10.19,a,XRAY,scatterplot,0,equal,75,weak bottom
expert_id-1720169328517-ozj5mn39a,115,05/07/2024 11.10.40,a,SIG,barchart,5,weak top,64,weak bottom
expert_id-1720169233313-etyldhhp8,164,05/07/2024 11.10.56,a,XRAY,scatterplot,11,weak top,42,weak bottom
expert_id-1720169233313-etyldhhp8,165,05/07/2024 11.11.18,a,XRAY,scatterplot,1,weak bottom,25,weak top
expert_id-1720169328517-ozj5mn39a,116,05/07/2024 11.11.22,a,SIG,barchart,28,weak top,28,weak top
expert_id-1720169233313-etyldhhp8,166,05/07/2024 11.11.44,a,XRAY,scatterplot,0,equal,69,weak bottom
expert_id-1720169328517-ozj5mn39a,117,05/07/2024 11.11.46,a,SIG,barchart,64,weak bottom,64,strong bottom
expert_id-1720169233313-etyldhhp8,167,05/07/2024 11.12.04,a,XRAY,scatterplot,78,weak bottom,78,weak bottom
expert_id-1720169233313-etyldhhp8,168,05/07/2024 11.12.16,a,XRAY,scatterplot,9,weak bottom,83,strong top
